m_B,deltaE,nFlux_pi0,nFlux_eta
1.022,0,0,0
1.022,10,0,0
1.022,20,0,0
1.022,30,0,0
1.022,40,0,0
1.022,50,0,0
1.022,60,0,0
1.022,70,29,0
1.022,80,33,0
1.022,90,32,0
1.022,100,35,0
1.022,110,23,0
1.022,120,37,0
1.022,130,32,0
1.022,140,32,0
1.022,150,33,0
1.022,160,32,0
1.022,170,15,0
1.022,180,51,0
1.022,190,38,0
1.022,200,32,0
1.022,210,17,0
1.022,220,29,0
1.022,230,37,0
1.022,240,28,0
1.022,250,43,0
1.022,260,39,0
1.022,270,34,0
1.022,280,42,2
1.022,290,41,5
1.022,300,30,2
1.022,310,47,4
1.022,320,37,2
1.022,330,38,2
1.022,340,38,0
1.022,350,26,2
1.022,360,32,3
1.022,370,36,2
1.022,380,40,1
1.022,390,25,3
1.022,400,37,4
1.022,410,29,3
1.022,420,28,7
1.022,430,23,8
1.022,440,30,2
1.022,450,30,2
1.022,460,20,2
1.022,470,21,8
1.022,480,31,0
1.022,490,27,0
1.022,500,35,4
1.022,510,25,2
1.022,520,37,4
1.022,530,45,6
1.022,540,16,5
1.022,550,20,8
1.022,560,24,5
1.022,570,34,2
1.022,580,37,3
1.022,590,29,9
1.022,600,41,6
1.022,610,29,4
1.022,620,32,1
1.022,630,16,2
1.022,640,16,5
1.022,650,19,1
1.022,660,19,2
1.022,670,21,3
1.022,680,28,1
1.022,690,16,5
1.022,700,13,4
1.022,710,12,3
1.022,720,29,2
1.022,730,16,4
1.022,740,21,9
1.022,750,14,7
1.022,760,13,11
1.022,770,12,2
1.022,780,10,7
1.022,790,12,9
1.022,800,19,5
1.022,810,20,1
1.022,820,13,11
1.022,830,6,5
1.022,840,7,13
1.022,850,7,11
1.022,860,9,6
1.022,870,9,7
1.022,880,8,5
1.022,890,6,14
1.022,900,5,1
1.022,910,1,8
1.022,920,5,9
1.022,930,6,4
1.022,940,2,8
1.022,950,5,10
1.022,960,4,12
1.022,970,10,11
1.022,980,9,3
1.022,990,6,1
4.91763,0,0,0
4.91763,10,0,0
4.91763,20,0,0
4.91763,30,0,0
4.91763,40,0,0
4.91763,50,0,0
4.91763,60,0,0
4.91763,70,52,0
4.91763,80,35,0
4.91763,90,35,0
4.91763,100,25,0
4.91763,110,24,0
4.91763,120,48,0
4.91763,130,34,0
4.91763,140,20,0
4.91763,150,37,0
4.91763,160,20,0
4.91763,170,39,0
4.91763,180,34,0
4.91763,190,25,0
4.91763,200,36,0
4.91763,210,29,0
4.91763,220,38,0
4.91763,230,28,0
4.91763,240,31,0
4.91763,250,34,0
4.91763,260,33,0
4.91763,270,33,0
4.91763,280,26,4
4.91763,290,47,2
4.91763,300,18,2
4.91763,310,46,1
4.91763,320,39,1
4.91763,330,49,1
4.91763,340,36,5
4.91763,350,31,4
4.91763,360,45,1
4.91763,370,40,5
4.91763,380,42,1
4.91763,390,38,1
4.91763,400,31,4
4.91763,410,29,1
4.91763,420,28,8
4.91763,430,26,2
4.91763,440,24,5
4.91763,450,26,2
4.91763,460,35,3
4.91763,470,25,12
4.91763,480,35,3
4.91763,490,26,0
4.91763,500,31,4
4.91763,510,43,2
4.91763,520,30,5
4.91763,530,39,11
4.91763,540,22,6
4.91763,550,37,5
4.91763,560,28,4
4.91763,570,21,1
4.91763,580,30,5
4.91763,590,36,5
4.91763,600,19,6
4.91763,610,27,4
4.91763,620,25,5
4.91763,630,21,4
4.91763,640,23,2
4.91763,650,16,3
4.91763,660,25,3
4.91763,670,16,5
4.91763,680,25,10
4.91763,690,13,8
4.91763,700,20,5
4.91763,710,19,5
4.91763,720,14,1
4.91763,730,15,8
4.91763,740,11,7
4.91763,750,13,4
4.91763,760,8,2
4.91763,770,21,2
4.91763,780,18,14
4.91763,790,13,9
4.91763,800,23,6
4.91763,810,13,1
4.91763,820,6,10
4.91763,830,9,9
4.91763,840,13,10
4.91763,850,7,15
4.91763,860,4,10
4.91763,870,6,5
4.91763,880,3,6
4.91763,890,6,9
4.91763,900,8,2
4.91763,910,8,16
4.91763,920,8,6
4.91763,930,6,7
4.91763,940,5,8
4.91763,950,6,5
4.91763,960,10,18
4.91763,970,8,6
4.91763,980,11,6
4.91763,990,4,0
23.6625,0,0,0
23.6625,10,0,0
23.6625,20,0,0
23.6625,30,0,0
23.6625,40,0,0
23.6625,50,53,0
23.6625,60,31,0
23.6625,70,30,0
23.6625,80,27,0
23.6625,90,30,0
23.6625,100,28,0
23.6625,110,27,0
23.6625,120,35,0
23.6625,130,26,0
23.6625,140,23,0
23.6625,150,34,0
23.6625,160,34,0
23.6625,170,34,0
23.6625,180,20,0
23.6625,190,20,0
23.6625,200,20,0
23.6625,210,30,0
23.6625,220,40,0
23.6625,230,48,0
23.6625,240,53,0
23.6625,250,30,0
23.6625,260,60,4
23.6625,270,28,2
23.6625,280,52,3
23.6625,290,43,2
23.6625,300,48,3
23.6625,310,27,2
23.6625,320,34,5
23.6625,330,41,7
23.6625,340,46,2
23.6625,350,37,4
23.6625,360,34,1
23.6625,370,36,0
23.6625,380,31,3
23.6625,390,35,2
23.6625,400,31,5
23.6625,410,27,1
23.6625,420,27,0
23.6625,430,27,4
23.6625,440,24,6
23.6625,450,23,9
23.6625,460,48,2
23.6625,470,32,0
23.6625,480,23,6
23.6625,490,30,4
23.6625,500,27,6
23.6625,510,29,5
23.6625,520,25,2
23.6625,530,40,7
23.6625,540,35,3
23.6625,550,33,2
23.6625,560,31,4
23.6625,570,22,3
23.6625,580,27,1
23.6625,590,29,4
23.6625,600,28,5
23.6625,610,19,8
23.6625,620,25,4
23.6625,630,20,6
23.6625,640,20,1
23.6625,650,20,3
23.6625,660,15,13
23.6625,670,24,8
23.6625,680,26,6
23.6625,690,8,5
23.6625,700,25,4
23.6625,710,14,3
23.6625,720,17,5
23.6625,730,7,11
23.6625,740,9,2
23.6625,750,14,3
23.6625,760,21,7
23.6625,770,7,6
23.6625,780,14,4
23.6625,790,10,9
23.6625,800,7,6
23.6625,810,6,7
23.6625,820,9,5
23.6625,830,1,9
23.6625,840,3,12
23.6625,850,12,2
23.6625,860,5,7
23.6625,870,6,8
23.6625,880,7,11
23.6625,890,0,12
23.6625,900,7,14
23.6625,910,7,14
23.6625,920,14,5
23.6625,930,11,6
23.6625,940,15,13
23.6625,950,12,6
23.6625,960,10,3
23.6625,970,19,1
23.6625,980,8,8
23.6625,990,3,5
113.859,0,110,0
113.859,10,102,0
113.859,20,86,0
113.859,30,101,0
113.859,40,102,1
113.859,50,113,0
113.859,60,100,0
113.859,70,93,0
113.859,80,73,0
113.859,90,63,0
113.859,100,58,0
113.859,110,55,0
113.859,120,48,0
113.859,130,34,0
113.859,140,19,0
113.859,150,21,0
113.859,160,19,4
113.859,170,33,6
113.859,180,28,5
113.859,190,29,0
113.859,200,20,0
113.859,210,12,0
113.859,220,7,5
113.859,230,5,1
113.859,240,8,2
113.859,250,8,2
113.859,260,8,0
113.859,270,12,0
113.859,280,19,4
113.859,290,8,5
113.859,300,18,4
113.859,310,21,2
113.859,320,27,9
113.859,330,34,4
113.859,340,4,8
113.859,350,1,2
113.859,360,4,0
113.859,370,4,6
113.859,380,4,3
113.859,390,1,6
113.859,400,1,3
113.859,410,2,3
113.859,420,1,7
113.859,430,1,2
113.859,440,1,7
113.859,450,1,6
113.859,460,2,5
113.859,470,3,2
113.859,480,3,3
113.859,490,3,2
113.859,500,1,3
113.859,510,1,1
113.859,520,3,3
113.859,530,2,4
113.859,540,3,1
113.859,550,3,10
113.859,560,2,8
113.859,570,0,2
113.859,580,2,3
113.859,590,3,7
113.859,600,2,6
113.859,610,0,6
113.859,620,0,2
113.859,630,1,5
113.859,640,0,11
113.859,650,1,7
113.859,660,3,4
113.859,670,0,4
113.859,680,1,2
113.859,690,1,6
113.859,700,0,19
113.859,710,0,7
113.859,720,0,12
113.859,730,0,9
113.859,740,0,13
113.859,750,0,4
113.859,760,0,11
113.859,770,0,4
113.859,780,1,10
113.859,790,0,4
113.859,800,2,11
113.859,810,0,14
113.859,820,0,8
113.859,830,0,1
113.859,840,0,4
113.859,850,1,8
113.859,860,0,13
113.859,870,0,6
113.859,880,0,5
113.859,890,0,7
113.859,900,0,10
113.859,910,0,7
113.859,920,0,3
113.859,930,0,7
113.859,940,0,8
113.859,950,0,4
113.859,960,1,20
113.859,970,0,3
113.859,980,0,1
113.859,990,1,8
547.862,0,0,0
547.862,10,0,0
547.862,20,0,0
547.862,30,0,0
547.862,40,0,0
547.862,50,0,0
547.862,60,0,0
547.862,70,0,0
547.862,80,0,0
547.862,90,0,0
547.862,100,0,0
547.862,110,0,0
547.862,120,0,0
547.862,130,0,0
547.862,140,0,0
547.862,150,0,0
547.862,160,0,0
547.862,170,0,0
547.862,180,0,0
547.862,190,0,0
547.862,200,0,0
547.862,210,0,0
547.862,220,0,0
547.862,230,0,0
547.862,240,0,0
547.862,250,0,0
547.862,260,0,0
547.862,270,0,0
547.862,280,0,0
547.862,290,0,0
547.862,300,0,0
547.862,310,0,0
547.862,320,0,0
547.862,330,0,0
547.862,340,0,0
547.862,350,0,0
547.862,360,0,0
547.862,370,0,0
547.862,380,0,0
547.862,390,0,0
547.862,400,0,0
547.862,410,0,0
547.862,420,0,0
547.862,430,0,0
547.862,440,0,0
547.862,450,0,0
547.862,460,0,0
547.862,470,0,0
547.862,480,0,0
547.862,490,0,0
547.862,500,5,0
547.862,510,6,0
547.862,520,3,0
547.862,530,4,0
547.862,540,1,0
547.862,550,3,0
547.862,560,6,0
547.862,570,2,0
547.862,580,3,0
547.862,590,1,0
547.862,600,2,0
547.862,610,4,0
547.862,620,0,0
547.862,630,1,0
547.862,640,2,0
547.862,650,0,0
547.862,660,0,0
547.862,670,3,0
547.862,680,3,0
547.862,690,0,0
547.862,700,0,0
547.862,710,2,0
547.862,720,6,0
547.862,730,6,0
547.862,740,7,0
547.862,750,2,0
547.862,760,1,0
547.862,770,1,0
547.862,780,3,0
547.862,790,2,0
547.862,800,2,0
547.862,810,2,0
547.862,820,1,0
547.862,830,5,0
547.862,840,4,0
547.862,850,2,0
547.862,860,1,0
547.862,870,1,0
547.862,880,2,0
547.862,890,1,0
547.862,900,1,0
547.862,910,2,0
547.862,920,2,0
547.862,930,2,0
547.862,940,4,0
547.862,950,2,0
547.862,960,1,0
547.862,970,2,0
547.862,980,2,0
547.862,990,3,10000000000
